run_id,decision_index,decision_time,window_start,window_end,label,eligibility,primary_event_class,primary_event_time
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,0,15.635,10.635,15.635,,excluded_near_event_or_injection,,
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,1,16.135,11.135000000000002,16.135,,excluded_near_event_or_injection,,
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,2,16.635,11.635000000000002,16.635,,excluded_near_event_or_injection,,
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,3,17.135,12.135000000000002,17.135,,excluded_near_event_or_injection,,
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,4,17.635,12.635000000000002,17.635,,excluded_near_event_or_injection,,
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,5,18.135,13.135000000000002,18.135,,excluded_near_event_or_injection,,
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,6,18.635,13.635000000000002,18.635,,excluded_near_event_or_injection,,
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,7,19.135,14.135000000000002,19.135,,excluded_near_event_or_injection,,
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,8,19.635,14.635000000000002,19.635,,excluded_near_event_or_injection,,
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,9,20.135,15.135000000000002,20.135,,excluded_near_event_or_injection,,
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,10,20.635,15.635000000000002,20.635,,excluded_near_event_or_injection,,
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,11,21.135,16.135,21.135,,excluded_near_event_or_injection,,
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,12,21.635,16.635,21.635,,excluded_near_event_or_injection,,
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,13,22.135,17.135,22.135,,excluded_near_event_or_injection,,
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,14,22.635,17.635,22.635,,excluded_near_event_or_injection,,
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,15,23.135,18.135,23.135,,excluded_near_event_or_injection,,
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,16,23.635,18.635,23.635,,excluded_near_event_or_injection,,
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,17,24.135,19.135,24.135,,excluded_near_event_or_injection,,
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,18,24.635,19.635,24.635,,excluded_near_event_or_injection,,
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,19,25.135,20.135,25.135,,excluded_near_event_or_injection,,
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,20,25.635,20.635,25.635,,excluded_near_event_or_injection,,
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,21,26.135,21.135,26.135,,excluded_near_event_or_injection,,
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,22,26.635,21.635,26.635,,excluded_near_event_or_injection,,
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,23,27.135,22.135,27.135,,excluded_near_event_or_injection,,
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,24,27.635,22.635,27.635,,excluded_near_event_or_injection,,
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,25,28.135,23.135,28.135,,excluded_near_event_or_injection,,
