run_id,decision_index,decision_time,window_start,window_end,label,eligibility,primary_event_class,primary_event_time
8402ee7a-2186-4cd2-a772-e781413c05de,0,19.691,14.690999999999999,19.691,,excluded_near_event_or_injection,,
8402ee7a-2186-4cd2-a772-e781413c05de,1,20.191,15.190999999999999,20.191,,excluded_near_event_or_injection,,
8402ee7a-2186-4cd2-a772-e781413c05de,2,20.691,15.690999999999999,20.691,,excluded_near_event_or_injection,,
8402ee7a-2186-4cd2-a772-e781413c05de,3,21.191,16.191,21.191,,excluded_near_event_or_injection,,
8402ee7a-2186-4cd2-a772-e781413c05de,4,21.691,16.691,21.691,,excluded_near_event_or_injection,,
8402ee7a-2186-4cd2-a772-e781413c05de,5,22.191,17.191,22.191,,excluded_near_event_or_injection,,
8402ee7a-2186-4cd2-a772-e781413c05de,6,22.691,17.691,22.691,,excluded_near_event_or_injection,,
8402ee7a-2186-4cd2-a772-e781413c05de,7,23.191,18.191,23.191,,excluded_near_event_or_injection,,
8402ee7a-2186-4cd2-a772-e781413c05de,8,23.691,18.691,23.691,,excluded_near_event_or_injection,,
8402ee7a-2186-4cd2-a772-e781413c05de,9,24.191,19.191,24.191,,excluded_near_event_or_injection,,
8402ee7a-2186-4cd2-a772-e781413c05de,10,24.691,19.691,24.691,,excluded_near_event_or_injection,,
8402ee7a-2186-4cd2-a772-e781413c05de,11,25.191,20.191,25.191,,excluded_near_event_or_injection,,
8402ee7a-2186-4cd2-a772-e781413c05de,12,25.691,20.691,25.691,,excluded_near_event_or_injection,,
8402ee7a-2186-4cd2-a772-e781413c05de,13,26.191,21.191,26.191,,excluded_near_event_or_injection,,
8402ee7a-2186-4cd2-a772-e781413c05de,14,26.691,21.691,26.691,,excluded_near_event_or_injection,,
8402ee7a-2186-4cd2-a772-e781413c05de,15,27.191,22.191,27.191,,excluded_near_event_or_injection,,
8402ee7a-2186-4cd2-a772-e781413c05de,16,27.691,22.691,27.691,,excluded_near_event_or_injection,,
8402ee7a-2186-4cd2-a772-e781413c05de,17,28.191,23.191,28.191,,excluded_near_event_or_injection,,
8402ee7a-2186-4cd2-a772-e781413c05de,18,28.691,23.691,28.691,,excluded_near_event_or_injection,,
8402ee7a-2186-4cd2-a772-e781413c05de,19,29.191,24.191,29.191,,excluded_near_event_or_injection,,
8402ee7a-2186-4cd2-a772-e781413c05de,20,29.691,24.691,29.691,,excluded_near_event_or_injection,,
8402ee7a-2186-4cd2-a772-e781413c05de,21,30.191,25.191,30.191,,excluded_near_event_or_injection,,
8402ee7a-2186-4cd2-a772-e781413c05de,22,30.691,25.691,30.691,,excluded_near_event_or_injection,,
8402ee7a-2186-4cd2-a772-e781413c05de,23,31.191,26.191,31.191,,excluded_near_event_or_injection,,
8402ee7a-2186-4cd2-a772-e781413c05de,24,31.691,26.691,31.691,,excluded_near_event_or_injection,,
8402ee7a-2186-4cd2-a772-e781413c05de,25,32.191,27.191000000000003,32.191,,excluded_near_event_or_injection,,
