run_id,decision_index,decision_time,window_start,window_end,label,eligibility,primary_event_class,primary_event_time
3a410953-ae25-48eb-a0da-ea58d0ec5097,0,15.62,10.62,15.62,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,1,16.12,11.120000000000001,16.12,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,2,16.62,11.620000000000001,16.62,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,3,17.12,12.120000000000001,17.12,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,4,17.62,12.620000000000001,17.62,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,5,18.12,13.120000000000001,18.12,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,6,18.62,13.620000000000001,18.62,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,7,19.12,14.120000000000001,19.12,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,8,19.62,14.620000000000001,19.62,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,9,20.12,15.120000000000001,20.12,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,10,20.62,15.620000000000001,20.62,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,11,21.12,16.12,21.12,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,12,21.62,16.62,21.62,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,13,22.12,17.12,22.12,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,14,22.62,17.62,22.62,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,15,23.12,18.12,23.12,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,16,23.62,18.62,23.62,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,17,24.12,19.12,24.12,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,18,24.62,19.62,24.62,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,19,25.12,20.12,25.12,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,20,25.62,20.62,25.62,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,21,26.12,21.12,26.12,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,22,26.62,21.62,26.62,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,23,27.12,22.12,27.12,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,24,27.62,22.62,27.62,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,25,28.12,23.12,28.12,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,26,28.62,23.62,28.62,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,27,29.12,24.12,29.12,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,28,29.62,24.62,29.62,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,29,30.12,25.12,30.12,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,30,30.62,25.62,30.62,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,31,31.12,26.12,31.12,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,32,31.62,26.62,31.62,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,33,32.12,27.119999999999997,32.12,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,34,32.62,27.619999999999997,32.62,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,35,33.12,28.119999999999997,33.12,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,36,33.62,28.619999999999997,33.62,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,37,34.12,29.119999999999997,34.12,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,38,34.62,29.619999999999997,34.62,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,39,35.12,30.119999999999997,35.12,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,40,35.62,30.619999999999997,35.62,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,41,36.12,31.119999999999997,36.12,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,42,36.62,31.619999999999997,36.62,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,43,37.12,32.12,37.12,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,44,37.62,32.62,37.62,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,45,38.12,33.12,38.12,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,46,38.62,33.62,38.62,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,47,39.12,34.12,39.12,0,eligible_negative,,
3a410953-ae25-48eb-a0da-ea58d0ec5097,48,39.62,34.62,39.62,0,eligible_negative,,
