run_id,decision_index,decision_time,window_start,window_end,label,eligibility,primary_event_class,primary_event_time
cc8b7541-2e11-4ed6-b1f7-4e32b8a02f8a,0,15.644,10.644,15.644,,excluded_near_event_or_injection,,
cc8b7541-2e11-4ed6-b1f7-4e32b8a02f8a,1,16.144,11.143999999999998,16.144,,excluded_near_event_or_injection,,
cc8b7541-2e11-4ed6-b1f7-4e32b8a02f8a,2,16.644,11.643999999999998,16.644,,excluded_near_event_or_injection,,
cc8b7541-2e11-4ed6-b1f7-4e32b8a02f8a,3,17.144,12.143999999999998,17.144,,excluded_near_event_or_injection,,
cc8b7541-2e11-4ed6-b1f7-4e32b8a02f8a,4,17.644,12.643999999999998,17.644,,excluded_near_event_or_injection,,
cc8b7541-2e11-4ed6-b1f7-4e32b8a02f8a,5,18.144,13.143999999999998,18.144,,excluded_near_event_or_injection,,
cc8b7541-2e11-4ed6-b1f7-4e32b8a02f8a,6,18.644,13.643999999999998,18.644,,excluded_near_event_or_injection,,
cc8b7541-2e11-4ed6-b1f7-4e32b8a02f8a,7,19.144,14.143999999999998,19.144,,excluded_near_event_or_injection,,
cc8b7541-2e11-4ed6-b1f7-4e32b8a02f8a,8,19.644,14.643999999999998,19.644,,excluded_near_event_or_injection,,
cc8b7541-2e11-4ed6-b1f7-4e32b8a02f8a,9,20.144,15.143999999999998,20.144,,excluded_near_event_or_injection,,
cc8b7541-2e11-4ed6-b1f7-4e32b8a02f8a,10,20.644,15.643999999999998,20.644,,excluded_near_event_or_injection,,
cc8b7541-2e11-4ed6-b1f7-4e32b8a02f8a,11,21.144,16.144,21.144,,excluded_near_event_or_injection,,
cc8b7541-2e11-4ed6-b1f7-4e32b8a02f8a,12,21.644,16.644,21.644,,excluded_near_event_or_injection,,
cc8b7541-2e11-4ed6-b1f7-4e32b8a02f8a,13,22.144,17.144,22.144,,excluded_near_event_or_injection,,
cc8b7541-2e11-4ed6-b1f7-4e32b8a02f8a,14,22.644,17.644,22.644,,excluded_near_event_or_injection,,
cc8b7541-2e11-4ed6-b1f7-4e32b8a02f8a,15,23.144,18.144,23.144,,excluded_near_event_or_injection,,
cc8b7541-2e11-4ed6-b1f7-4e32b8a02f8a,16,23.644,18.644,23.644,,excluded_near_event_or_injection,,
cc8b7541-2e11-4ed6-b1f7-4e32b8a02f8a,17,24.144,19.144,24.144,,excluded_near_event_or_injection,,
cc8b7541-2e11-4ed6-b1f7-4e32b8a02f8a,18,24.644,19.644,24.644,,excluded_near_event_or_injection,,
cc8b7541-2e11-4ed6-b1f7-4e32b8a02f8a,19,25.144,20.144,25.144,,excluded_near_event_or_injection,,
cc8b7541-2e11-4ed6-b1f7-4e32b8a02f8a,20,25.644,20.644,25.644,,excluded_near_event_or_injection,,
cc8b7541-2e11-4ed6-b1f7-4e32b8a02f8a,21,26.144,21.144,26.144,,excluded_near_event_or_injection,,
cc8b7541-2e11-4ed6-b1f7-4e32b8a02f8a,22,26.644,21.644,26.644,,excluded_near_event_or_injection,,
cc8b7541-2e11-4ed6-b1f7-4e32b8a02f8a,23,27.144,22.144,27.144,,excluded_near_event_or_injection,,
cc8b7541-2e11-4ed6-b1f7-4e32b8a02f8a,24,27.644,22.644,27.644,,excluded_near_event_or_injection,,
cc8b7541-2e11-4ed6-b1f7-4e32b8a02f8a,25,28.144,23.144,28.144,,excluded_near_event_or_injection,,
cc8b7541-2e11-4ed6-b1f7-4e32b8a02f8a,26,28.644,23.644,28.644,,excluded_near_event_or_injection,,
