run_id,decision_index,decision_time,window_start,window_end,label,eligibility,primary_event_class,primary_event_time
51493307-1a2f-457e-9301-434e5c9aed53,0,20.159,15.158999999999999,20.159,,excluded_near_event_or_injection,,
51493307-1a2f-457e-9301-434e5c9aed53,1,20.659,15.658999999999999,20.659,,excluded_near_event_or_injection,,
51493307-1a2f-457e-9301-434e5c9aed53,2,21.159,16.159,21.159,,excluded_near_event_or_injection,,
51493307-1a2f-457e-9301-434e5c9aed53,3,21.659,16.659,21.659,,excluded_near_event_or_injection,,
51493307-1a2f-457e-9301-434e5c9aed53,4,22.159,17.159,22.159,,excluded_near_event_or_injection,,
51493307-1a2f-457e-9301-434e5c9aed53,5,22.659,17.659,22.659,,excluded_near_event_or_injection,,
51493307-1a2f-457e-9301-434e5c9aed53,6,23.159,18.159,23.159,,excluded_near_event_or_injection,,
51493307-1a2f-457e-9301-434e5c9aed53,7,23.659,18.659,23.659,,excluded_near_event_or_injection,,
51493307-1a2f-457e-9301-434e5c9aed53,8,24.159,19.159,24.159,,excluded_near_event_or_injection,,
51493307-1a2f-457e-9301-434e5c9aed53,9,24.659,19.659,24.659,,excluded_near_event_or_injection,,
51493307-1a2f-457e-9301-434e5c9aed53,10,25.159,20.159,25.159,,excluded_near_event_or_injection,,
51493307-1a2f-457e-9301-434e5c9aed53,11,25.659,20.659,25.659,,excluded_near_event_or_injection,,
51493307-1a2f-457e-9301-434e5c9aed53,12,26.159,21.159,26.159,,excluded_near_event_or_injection,,
51493307-1a2f-457e-9301-434e5c9aed53,13,26.659,21.659,26.659,,excluded_near_event_or_injection,,
51493307-1a2f-457e-9301-434e5c9aed53,14,27.159,22.159,27.159,,excluded_near_event_or_injection,,
51493307-1a2f-457e-9301-434e5c9aed53,15,27.659,22.659,27.659,,excluded_near_event_or_injection,,
51493307-1a2f-457e-9301-434e5c9aed53,16,28.159,23.159,28.159,,excluded_near_event_or_injection,,
51493307-1a2f-457e-9301-434e5c9aed53,17,28.659,23.659,28.659,,excluded_near_event_or_injection,,
51493307-1a2f-457e-9301-434e5c9aed53,18,29.159,24.159,29.159,,excluded_near_event_or_injection,,
51493307-1a2f-457e-9301-434e5c9aed53,19,29.659,24.659,29.659,,excluded_near_event_or_injection,,
51493307-1a2f-457e-9301-434e5c9aed53,20,30.159,25.159,30.159,,excluded_near_event_or_injection,,
51493307-1a2f-457e-9301-434e5c9aed53,21,30.659,25.659,30.659,,excluded_near_event_or_injection,,
51493307-1a2f-457e-9301-434e5c9aed53,22,31.159,26.159,31.159,,excluded_near_event_or_injection,,
51493307-1a2f-457e-9301-434e5c9aed53,23,31.659,26.659,31.659,,excluded_near_event_or_injection,,
51493307-1a2f-457e-9301-434e5c9aed53,24,32.159,27.159,32.159,,excluded_near_event_or_injection,,
51493307-1a2f-457e-9301-434e5c9aed53,25,32.659,27.659,32.659,,excluded_near_event_or_injection,,
51493307-1a2f-457e-9301-434e5c9aed53,26,33.159,28.159,33.159,,excluded_near_event_or_injection,,
