run_id,decision_index,decision_time,window_start,window_end,label,eligibility,primary_event_class,primary_event_time
611ce5e7-2984-4c99-b503-428a6c9d807d,0,15.695,10.695,15.695,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,1,16.195,11.195,16.195,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,2,16.695,11.695,16.695,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,3,17.195,12.195,17.195,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,4,17.695,12.695,17.695,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,5,18.195,13.195,18.195,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,6,18.695,13.695,18.695,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,7,19.195,14.195,19.195,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,8,19.695,14.695,19.695,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,9,20.195,15.195,20.195,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,10,20.695,15.695,20.695,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,11,21.195,16.195,21.195,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,12,21.695,16.695,21.695,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,13,22.195,17.195,22.195,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,14,22.695,17.695,22.695,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,15,23.195,18.195,23.195,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,16,23.695,18.695,23.695,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,17,24.195,19.195,24.195,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,18,24.695,19.695,24.695,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,19,25.195,20.195,25.195,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,20,25.695,20.695,25.695,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,21,26.195,21.195,26.195,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,22,26.695,21.695,26.695,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,23,27.195,22.195,27.195,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,24,27.695,22.695,27.695,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,25,28.195,23.195,28.195,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,26,28.695,23.695,28.695,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,27,29.195,24.195,29.195,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,28,29.695,24.695,29.695,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,29,30.195,25.195,30.195,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,30,30.695,25.695,30.695,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,31,31.195,26.195,31.195,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,32,31.695,26.695,31.695,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,33,32.195,27.195,32.195,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,34,32.695,27.695,32.695,,excluded_near_event_or_injection,navigation_abort,189.036
611ce5e7-2984-4c99-b503-428a6c9d807d,35,33.195,28.195,33.195,,excluded_near_event_or_injection,navigation_abort,189.036
